code,name,date,close,cdf,y,y_pred,y_pred_prob,scale
513330,华夏恒生互联网科技业ETF(QDII)行情,2023-04-21,0.417,0.13196297156066733,,1,0.9340688917981128,294.43
515030,华夏中证新能源汽车ETF行情,2023-04-21,1.567,0.03540988338155558,,1,0.9695777714288476,116.54
513060,博时恒生医疗保健(QDII-ETF)行情,2023-04-21,0.562,0.21439699606606932,,1,0.9590407807591171,69.51
159901,易方达深证100ETF行情,2023-04-21,6.04,0.3125890993801483,,1,0.9407286306963705,68.56
512290,国泰中证生物医药ETF行情,2023-04-21,1.213,0.16940366723241046,,1,0.9274998598745725,39.53
159755,广发国证新能源车电池ETF行情,2023-04-21,0.828,0.047978338803057234,,1,0.9028227146958702,38.03
159857,天弘中证光伏产业ETF行情,2023-04-21,1.075,0.038335766236036586,,1,0.9095820477228876,16.93
159908,博时创业板ETF行情,2023-04-21,2.113,0.16054977405409565,,1,0.9160770069037677,11.0
562510,华夏中证旅游主题ETF行情,2023-04-21,1.054,0.20319367153434686,,1,0.9022700701705151,4.83
159767,兴银国证新能源车电池ETF行情,2023-04-21,0.672,0.05074618012841542,,1,0.9391740191043843,1.23
516180,平安中证光伏产业ETF行情,2023-04-21,1.056,0.03660247592610762,,1,0.9318781287528429,1.09
516850,华夏中证新能源ETF行情,2023-04-21,1.089,0.02976014778632584,,1,0.9342990952611094,0.89
510190,华安上证50ETF行情,2023-04-21,3.541,0.4793448847702124,,1,0.9303697415260147,0.77
512280,景顺MSCI中国A股ETF行情,2023-04-21,1.48,0.4224719817578987,,1,0.917442500036917,0.69
516930,民生加银中证生物科技主题ETF行情,2023-04-21,0.623,0.1259496274789224,,1,0.9042170711818651,0.54
512870,南华中证杭州湾区ETF行情,2023-04-21,1.453,0.3364308441492086,,1,0.9019087967606038,0.47
159971,富国创业板ETF行情,2023-04-21,1.586,0.1590396233615468,,1,0.9119914667801162,0.13
